,Number_of_Priors,score_factor,Age_Above_FourtyFive,Age_Below_TwentyFive,African_American,Female,Misdemeanor,Two_yr_Recidivism
4330,0,1,0,0,1,0,0,0
4331,2,0,1,0,0,1,0,0
4334,3,1,0,1,0,0,0,1
4335,0,0,0,1,1,0,0,0
4336,0,1,0,1,1,0,1,0
4337,6,0,0,0,1,0,0,1
4338,8,1,0,0,1,0,0,1
4339,0,0,1,0,1,0,1,1
4340,0,1,0,1,1,1,0,1
4341,3,1,0,1,1,1,0,1
4343,0,0,1,0,1,0,1,0
4344,3,0,1,0,0,0,1,0
4345,8,1,0,0,1,0,0,1
4347,2,0,0,0,0,0,1,1
4348,3,0,0,0,1,0,1,1
4349,0,0,0,0,1,0,0,1
4350,1,0,1,0,0,1,1,0
4351,2,0,0,0,1,0,0,0
4352,0,0,0,1,0,0,0,0
4353,2,0,0,0,0,0,0,0
4354,8,1,0,0,1,0,1,0
4355,0,1,0,1,1,0,0,1
4357,8,0,1,0,0,0,1,1
4358,1,1,0,0,0,0,0,0
4359,5,1,0,0,0,0,0,1
4360,1,0,1,0,1,0,1,0
4361,2,0,0,0,0,0,1,1
4365,0,1,0,1,1,0,0,1
4366,2,1,0,1,1,1,0,1
4367,1,1,0,0,0,0,1,1
4368,7,0,1,0,1,0,0,0
4369,9,1,0,0,0,1,0,1
4370,1,0,1,0,0,0,1,0
4371,12,1,0,0,1,0,0,0
4372,1,1,0,1,1,0,0,1
4373,6,1,0,0,0,1,1,1
4374,2,0,0,0,1,0,0,0
4375,3,0,0,0,1,0,1,1
4376,1,1,0,1,1,0,0,1
4377,19,1,0,0,1,0,0,1
4378,2,1,0,0,1,0,0,0
4379,7,1,0,0,1,0,0,1
4380,8,1,0,0,1,0,0,1
4381,1,1,0,1,1,0,1,1
4382,4,1,0,0,1,1,0,0
4384,1,0,0,1,0,1,1,0
4385,2,1,0,0,1,0,0,1
4386,11,1,0,0,1,0,1,1
4387,3,1,0,0,1,0,0,1
4388,3,0,0,0,0,0,1,0
4389,13,1,0,0,0,0,0,1
4390,2,0,0,0,1,0,0,1
4391,0,1,1,0,0,1,0,1
4392,1,0,0,0,0,0,1,0
4393,27,1,0,0,1,0,1,1
4394,7,1,0,0,1,0,0,0
4395,4,1,0,0,0,1,1,1
4397,1,1,0,0,0,0,0,0
4398,2,1,0,1,1,0,1,1
4399,4,0,0,0,1,0,1,1
4400,1,1,0,0,0,0,0,0
4401,0,1,1,0,0,1,0,1
4402,2,1,0,1,1,0,0,1
4403,2,1,0,0,1,1,0,1
4404,8,1,0,0,1,0,1,1
4405,1,0,0,0,1,0,0,0
4406,11,0,0,0,1,0,1,1
4407,1,0,1,0,0,0,0,0
4408,0,0,0,1,1,0,1,1
4409,4,0,1,0,1,0,0,0
4410,0,0,0,0,0,0,1,0
4412,0,0,0,0,0,0,1,0
4413,0,1,0,1,0,1,0,0
4416,3,0,0,0,1,0,1,1
4417,0,1,0,1,0,1,0,1
4420,2,0,0,0,1,1,0,0
4421,2,0,0,0,1,0,0,0
4422,0,0,0,0,1,1,0,0
4423,2,1,0,1,1,1,0,1
4425,1,0,0,1,1,0,0,1
4426,1,0,0,0,0,0,0,1
4427,0,0,0,0,1,0,1,0
4428,17,0,0,0,0,0,0,1
4429,0,0,0,0,0,0,0,1
4430,6,1,0,0,1,0,1,0
4431,8,0,1,0,1,0,1,1
4432,0,1,0,1,1,0,0,0
4433,0,0,0,0,0,1,1,0
4434,0,1,0,1,1,0,0,1
4435,0,1,0,1,0,1,1,1
4436,2,0,0,0,1,0,0,0
4437,0,0,1,0,0,0,1,0
4438,0,0,1,0,1,1,1,0
4439,0,1,0,0,1,1,1,0
4441,3,1,0,0,1,0,0,1
4442,5,1,0,1,1,0,0,1
4443,8,0,1,0,1,0,0,0
4444,7,0,0,0,1,0,1,0
4445,0,0,0,1,0,0,0,1
4446,4,1,0,0,1,0,1,0
4447,0,0,1,0,0,0,1,0
4448,0,0,0,0,1,0,0,0
4449,0,1,0,0,1,0,0,0
4450,10,1,0,0,1,0,0,1
4451,0,0,0,1,1,0,0,0
4452,8,1,0,0,1,0,0,0
4453,7,1,1,0,0,0,0,1
4454,0,1,0,0,0,0,0,0
4455,5,1,0,1,0,0,1,1
4456,4,0,0,0,1,0,1,0
4457,1,0,0,0,1,0,1,0
4459,4,1,0,0,0,0,1,1
4460,8,1,0,0,1,1,0,1
4462,2,0,0,0,0,0,1,0
4463,2,0,0,0,0,0,0,0
4464,0,0,0,1,0,0,0,0
4465,0,1,0,0,1,0,0,0
4466,0,0,0,0,0,1,1,0
4468,3,1,0,1,1,0,0,1
4469,5,0,1,0,0,0,1,0
4470,1,0,1,0,0,1,1,1
4471,0,0,0,0,1,1,0,0
4473,0,0,0,0,1,0,1,0
4474,12,1,0,0,1,0,0,1
4475,14,1,0,0,1,0,0,1
4477,3,1,0,0,0,0,0,1
4478,0,0,0,0,0,1,0,0
4479,0,1,0,0,1,0,1,0
4480,0,0,0,0,1,0,1,1
4481,11,1,0,1,0,0,0,1
4482,0,1,0,1,1,0,1,0
4483,21,1,1,0,0,0,0,1
4484,13,1,0,0,0,0,0,0
4485,2,0,0,1,1,0,1,0
4486,0,0,0,0,1,0,0,0
4487,0,0,0,1,1,1,0,1
4488,10,1,0,0,0,0,0,1
4489,6,0,0,0,1,0,0,1
4491,19,1,1,0,1,0,0,1
4492,1,0,0,0,1,1,0,1
4493,2,1,1,0,1,0,1,0
4494,0,0,0,0,0,0,0,0
4495,9,1,0,0,0,0,0,1
4496,2,1,0,0,1,0,0,0
4497,1,1,0,0,1,0,1,0
4498,13,1,0,0,1,0,0,1
4499,0,0,0,1,0,0,1,0
4500,7,0,1,0,1,0,1,1
4501,6,1,0,0,1,0,0,1
4502,10,1,0,0,0,0,0,1
4503,0,0,1,0,0,1,0,0
4504,8,0,1,0,0,0,0,0
4505,3,1,0,1,1,0,0,1
4506,7,0,0,0,1,0,1,0
4507,3,1,0,0,1,1,1,1
4508,1,0,0,0,1,0,0,1
4509,0,0,1,0,0,0,1,1
4510,0,1,0,1,0,1,0,1
4511,2,1,0,1,1,0,1,1
4512,8,1,0,0,1,0,1,1
4513,0,0,0,0,0,0,1,0
4514,5,1,0,0,1,0,1,1
4516,0,0,1,0,1,1,0,0
4517,1,0,0,0,0,0,1,0
4518,0,0,0,0,1,0,0,0
4521,6,1,0,1,0,0,0,1
4522,13,1,0,0,1,0,0,1
4523,2,0,0,1,1,0,0,0
4524,2,0,0,0,0,0,0,0
4525,0,0,0,0,0,0,1,0
4526,1,0,0,0,0,1,0,0
4527,2,1,0,1,1,0,0,1
4528,5,0,1,0,1,0,0,0
4529,1,0,0,0,1,0,1,0
4530,10,0,1,0,0,0,1,0
4531,0,0,1,0,0,0,0,0
4532,4,1,0,0,0,0,0,0
4533,15,1,1,0,1,0,0,1
4534,2,0,1,0,0,0,0,0
4535,4,0,0,0,1,0,1,1
4536,2,0,0,1,0,0,0,1
4537,6,1,0,0,0,0,0,0
4538,2,1,0,1,1,0,0,1
4539,0,0,1,0,0,1,1,0
4540,8,1,1,0,1,0,0,1
4541,0,1,0,1,1,0,0,1
4542,0,0,1,0,0,0,1,1
4543,1,0,0,0,0,0,0,1
4544,0,0,0,0,1,0,0,1
4545,1,1,0,0,1,1,1,0
4546,0,0,1,0,0,0,1,0
4547,4,0,0,0,0,0,0,1
4548,5,1,0,0,1,0,0,1
4549,0,1,0,1,1,1,1,0
4550,0,0,0,0,0,0,1,0
4551,5,0,0,0,1,0,1,1
4552,16,1,0,0,1,1,0,0
4553,3,1,0,1,1,0,0,1
4554,1,0,1,0,1,0,0,1
4555,1,0,1,0,0,1,1,0
4556,0,1,0,1,0,1,1,0
4557,4,1,0,0,1,0,0,1
4558,1,0,1,0,1,1,1,0
4559,7,1,0,1,1,0,1,1
4560,1,0,0,1,0,0,0,0
4561,0,1,0,0,0,0,0,1
4562,4,1,0,0,1,0,1,0
4563,2,1,0,0,1,0,0,0
4564,12,1,0,0,1,0,1,0
4565,0,0,0,1,0,0,0,0
4566,5,1,0,0,1,0,0,1
4567,1,0,1,0,1,0,0,0
4568,1,1,0,1,1,0,0,0
4569,1,1,0,0,1,0,0,1
4570,0,1,0,0,0,0,1,1
4572,1,0,1,0,0,0,0,1
4573,1,0,0,0,1,0,0,0
4574,16,1,0,0,1,0,0,1
4575,0,0,0,1,0,0,0,0
4576,1,1,0,1,1,0,0,1
4578,1,1,0,1,1,0,1,1
4579,1,1,0,0,1,0,0,0
4580,17,1,0,0,1,0,0,1
4581,0,0,1,0,0,0,1,0
4582,3,0,0,0,0,0,1,0
4584,0,0,1,0,0,0,1,0
4585,1,1,0,1,1,0,1,0
4586,0,0,0,0,0,0,1,0
4587,0,0,0,0,0,0,0,0
4588,0,1,0,1,1,1,0,0
4590,0,1,0,1,1,0,1,1
4591,5,0,0,0,1,0,1,0
4592,0,0,0,1,1,1,1,1
4593,0,0,0,0,1,0,1,0
4594,0,0,0,0,0,0,1,0
4595,0,0,0,0,1,0,0,1
4596,1,1,0,0,0,1,1,1
4597,1,0,0,0,1,0,0,0
4598,0,0,0,1,0,0,1,1
4599,1,1,0,1,1,0,0,0
4600,3,0,1,0,0,0,0,1
4601,4,0,0,0,0,0,0,1
4602,8,0,1,0,1,0,1,1
4603,0,1,0,1,1,0,1,1
4604,3,1,0,0,0,0,1,0
4605,0,0,1,0,0,0,0,0
4607,0,0,0,1,1,0,0,0
4608,0,1,0,1,1,0,0,1
4609,17,1,0,0,1,0,1,0
4610,8,1,1,0,0,0,0,1
4611,2,0,1,0,0,0,0,1
4612,2,1,0,0,1,0,0,1
4613,16,1,1,0,1,0,0,0
4614,0,0,0,0,0,0,0,1
4615,3,0,0,0,0,0,1,1
4617,1,0,0,0,0,0,0,0
4618,0,0,0,0,0,0,0,0
4619,1,1,0,1,1,1,0,1
4621,3,0,0,0,1,0,1,0
4623,0,0,0,1,0,1,1,0
4624,3,0,0,0,1,0,1,1
4625,0,1,0,1,0,0,0,1
4626,14,1,0,0,0,1,0,0
4628,0,0,1,0,0,0,1,0
4629,3,1,0,0,0,0,0,1
4630,2,0,1,0,0,0,1,0
4631,6,0,0,0,1,0,0,0
4632,6,1,0,0,1,1,0,1
4633,5,1,0,1,1,0,0,1
4636,7,1,0,0,1,0,0,0
4637,1,0,0,0,1,1,1,0
4638,0,0,0,0,0,1,1,0
4639,1,0,0,1,1,0,0,0
4640,5,1,0,0,0,0,1,1
4641,7,1,0,0,0,1,0,1
4643,0,0,0,0,1,0,1,0
4645,11,0,0,0,1,0,0,1
4646,8,1,0,0,1,0,1,0
4647,6,1,0,0,1,0,0,1
4648,0,0,1,0,1,0,0,0
4650,0,1,1,0,0,0,1,1
4651,1,0,0,0,1,0,0,1
4652,0,0,0,0,1,0,0,0
4653,5,0,0,0,0,0,0,0
4654,11,1,0,0,1,1,0,1
4656,3,1,1,0,1,0,0,1
4657,8,1,0,0,1,0,1,0
4658,3,0,0,0,0,1,0,0
4660,2,1,0,0,0,1,0,1
4661,10,1,0,0,1,0,0,1
4662,8,1,0,0,1,0,1,1
4663,3,1,0,1,0,1,1,1
4664,8,1,0,0,1,0,0,0
4665,12,1,0,1,1,0,0,1
4666,12,1,0,0,1,0,0,1
4667,0,0,1,0,0,1,1,0
4668,0,0,0,0,0,0,0,0
4669,2,0,0,0,1,0,0,0
4671,6,1,0,0,0,1,0,0
4672,15,1,0,0,1,0,1,1
4673,5,1,1,0,1,1,0,0
4674,6,1,0,0,1,0,0,1
4675,6,1,0,0,1,0,1,0
4676,1,1,0,1,0,1,0,0
4677,0,1,0,0,1,0,0,0
4679,4,1,0,0,1,0,0,0
4680,3,1,0,1,1,0,1,1
4682,4,0,1,0,1,0,0,0
4685,13,1,0,0,1,1,0,1
4686,1,1,0,1,1,0,0,1
4687,10,1,0,0,0,0,0,1
4688,10,1,0,0,0,0,1,1
4689,0,0,1,0,0,0,0,0
4690,1,1,1,0,0,0,1,0
4691,2,0,0,0,1,0,0,0
4692,0,1,0,1,1,0,0,1
4693,1,0,0,0,1,1,1,1
4694,9,1,0,0,0,0,0,1
4695,2,0,0,0,1,0,0,0
4696,1,0,0,0,0,1,1,1
4697,0,0,0,1,1,0,0,1
4698,0,1,0,1,1,1,0,0
4699,0,1,1,0,0,0,0,1
4700,4,1,0,0,1,0,0,1
4701,7,1,0,0,1,0,0,0
4702,5,1,0,0,0,0,0,1
4704,0,0,0,1,1,0,1,0
4705,15,1,0,0,1,0,0,1
4706,5,0,1,0,0,0,1,0
4707,2,0,1,0,0,0,1,0
4708,21,1,1,0,1,0,0,1
4710,3,1,0,0,0,1,0,1
4711,1,0,0,0,1,0,1,0
4714,0,1,0,1,1,0,0,0
4715,0,0,0,0,0,0,0,0
4717,0,0,0,1,1,0,0,1
4718,7,1,0,0,1,0,0,1
4719,18,1,0,0,1,0,0,1
4721,16,1,0,0,0,0,0,1
4722,0,0,0,1,1,0,0,1
4723,2,0,0,0,1,0,0,0
4724,5,1,0,0,0,0,0,1
4725,0,0,0,0,0,0,0,1
4726,0,0,0,0,0,0,1,0
4728,7,1,0,0,1,0,0,0
4729,0,0,0,1,1,1,0,0
4730,0,1,0,0,0,0,0,0
4731,0,0,0,0,1,0,0,0
4732,0,1,0,1,1,1,1,0
4733,2,1,0,0,0,1,0,1
4734,0,0,0,0,1,0,0,0
4735,1,1,0,0,0,1,0,1
4736,16,1,1,0,1,0,1,1
4737,0,0,1,0,0,0,0,0
4738,7,1,0,0,0,1,0,1
4739,18,1,0,0,1,0,1,1
4740,0,1,0,0,1,0,0,1
4741,1,0,0,1,1,0,0,0
4743,7,0,0,0,1,0,0,0
4744,12,1,0,0,0,1,0,1
4746,6,0,0,0,0,0,0,0
4748,3,0,0,0,0,0,1,1
4749,1,0,0,0,0,0,1,0
4751,3,0,0,0,1,0,1,0
4752,1,0,0,0,1,0,0,0
4753,2,0,1,0,0,0,0,0
4755,1,1,0,0,0,0,0,0
4756,0,1,0,1,1,0,0,0
4757,0,0,0,1,1,0,0,0
4758,6,1,0,0,1,0,1,1
4759,0,0,0,0,1,0,0,0
4760,4,0,0,0,1,0,0,1
4761,2,0,0,1,1,0,0,1
4762,7,1,0,0,1,0,0,1
4763,0,1,0,0,0,1,1,1
4764,5,0,0,0,0,1,0,0
4765,2,0,0,0,1,0,0,0
4766,15,1,0,0,0,0,0,0
4767,4,0,1,0,1,0,0,1
4768,4,1,0,0,1,1,0,0
4769,0,0,0,1,0,0,1,1
4770,7,1,1,0,1,1,0,1
4771,3,1,0,0,0,0,0,0
4772,8,1,0,0,1,0,1,0
4773,7,1,0,0,1,0,0,1
4774,0,0,0,0,0,1,1,0
4775,0,0,0,1,0,0,0,1
4776,0,1,0,1,1,0,0,1
4777,14,1,0,0,1,0,0,1
4778,1,0,0,0,1,0,1,0
4779,5,1,0,0,0,0,0,1
4780,2,1,0,1,1,0,1,1
4782,0,0,0,0,1,0,1,0
4783,0,0,0,1,0,0,0,0
4784,1,0,0,0,1,1,0,0
4785,0,0,0,1,1,0,1,1
4786,1,1,0,1,1,0,0,1
4787,6,1,0,0,1,0,0,1
4790,4,1,0,0,1,0,1,0
4791,0,1,0,0,1,1,1,0
4792,7,0,1,0,0,1,1,1
4793,1,0,0,0,1,0,0,0
4795,1,0,0,0,1,0,0,0
4796,0,1,0,0,1,0,0,0
4797,10,1,0,0,0,1,0,1
4798,0,0,1,0,1,0,0,1
4799,5,1,0,1,1,0,0,0
4800,1,1,0,1,1,0,0,1
4801,0,0,0,0,0,0,1,1
4802,1,1,0,1,0,0,0,0
4803,1,0,1,0,0,1,0,0
4804,17,1,0,0,1,0,0,1
4805,0,0,0,0,1,0,0,1
4806,8,0,1,0,1,0,0,1
4807,2,0,1,0,0,0,1,0
4808,13,1,0,0,1,0,0,1
4809,4,1,0,1,1,0,0,1
4810,0,1,1,0,0,0,0,1
4811,2,1,0,0,1,0,1,0
4812,0,0,0,0,0,1,1,0
4813,1,0,0,0,1,0,1,0
4814,0,0,0,1,1,0,1,1
4815,2,0,1,0,0,1,1,0
4816,5,1,0,1,0,0,0,1
4817,1,0,1,0,1,0,1,0
4818,8,1,0,0,1,0,1,1
4819,2,0,1,0,1,0,1,0
4820,0,0,0,0,0,0,0,0
4823,2,0,0,0,1,0,1,1
4824,4,1,0,1,1,0,0,1
4826,0,1,0,1,1,1,0,0
4827,6,0,0,0,1,0,0,0
4828,0,1,0,1,1,0,0,1
4829,1,1,0,0,1,0,1,0
4830,2,1,0,0,1,0,0,0
4831,3,0,1,0,0,0,1,0
4832,7,0,0,0,1,0,0,1
4833,6,1,0,1,1,0,0,1
4834,2,0,0,0,0,0,1,0
4835,4,0,0,0,0,0,0,0
4836,3,1,0,0,1,0,0,0
4838,0,0,0,0,0,0,0,0
4839,1,0,0,0,1,0,0,0
4840,1,1,0,0,1,0,0,1
4841,0,0,0,1,1,0,0,0
4842,11,1,0,0,0,0,0,1
4843,0,0,0,0,1,0,1,0
4845,14,1,0,0,1,0,0,1
4846,2,0,0,1,0,0,0,1
4847,0,0,0,0,1,0,0,0
4848,0,0,1,0,1,0,0,0
4849,6,1,0,0,1,0,0,1
4850,9,1,0,0,1,0,0,1
4851,2,1,0,1,1,1,0,0
4852,1,0,1,0,0,0,1,0
4853,4,1,1,0,0,0,0,0
4854,0,0,0,0,1,1,1,0
4855,0,1,0,1,0,1,1,0
4856,5,0,0,0,1,1,0,0
4858,6,1,0,0,1,0,1,1
4859,1,0,0,0,1,0,0,0
4861,1,0,1,0,0,0,0,1
4862,0,1,0,0,0,0,0,1
4863,5,0,1,0,1,0,1,0
4864,1,0,1,0,0,0,1,0
4867,7,1,0,0,1,0,0,1
4868,16,1,0,0,1,0,0,1
4869,0,0,0,0,0,1,1,0
4870,2,1,0,0,0,1,1,0
4871,1,1,0,0,1,1,0,0
4872,0,0,0,0,0,0,1,0
4873,0,0,0,0,1,0,1,0
4874,5,0,0,0,0,0,0,0
4875,0,0,0,0,1,0,0,0
4876,2,0,0,0,1,0,0,0
4877,12,1,0,0,1,0,0,1
4879,2,0,0,0,0,0,0,0
4880,0,0,0,0,1,0,0,0
4881,19,1,0,0,1,0,0,0
4882,0,1,0,0,0,1,0,0
4883,0,1,0,0,0,0,0,0
4884,0,0,1,0,0,0,0,0
4885,4,0,0,0,0,0,0,0
4886,17,1,0,0,1,0,0,1
4887,4,0,0,0,1,0,0,1
4888,12,1,0,0,0,0,1,1
4889,0,0,1,0,0,1,0,0
4890,4,1,0,1,1,1,0,1
4891,2,0,0,0,0,0,0,1
4892,1,0,0,0,1,1,1,0
4894,0,1,0,1,1,1,1,1
4895,0,0,0,0,1,0,1,0
4896,0,0,0,0,1,1,1,0
4897,4,0,1,0,0,0,0,1
4899,7,1,0,0,1,0,0,1
4901,0,1,0,1,0,1,1,0
4902,12,0,0,0,0,0,0,0
4903,0,0,0,0,0,0,0,1
4904,2,1,0,0,1,0,1,0
4905,0,0,0,0,1,0,1,0
4906,8,1,0,0,1,1,0,0
4907,0,1,0,0,0,1,0,1
4908,0,0,0,0,0,1,1,1
4909,8,1,0,0,1,0,1,1
4910,1,0,0,0,0,1,1,0
4911,3,0,0,0,0,0,0,0
4912,5,1,0,0,0,0,0,1
4913,1,0,1,0,0,0,0,1
4915,1,0,0,0,0,0,0,0
4916,3,1,0,0,0,0,0,0
4918,8,1,0,1,1,0,0,1
4919,1,0,0,1,0,0,0,0
4920,13,0,1,0,0,0,1,1
4921,4,0,0,0,1,1,0,0
4922,6,1,0,0,1,1,0,1
4923,4,0,0,0,0,0,1,1
4924,1,0,0,0,0,0,0,0
4925,2,1,0,0,1,0,0,0
4926,8,0,0,0,1,0,1,1
4927,1,0,0,1,1,0,0,0
4930,23,1,0,0,1,0,1,1
4931,3,0,0,0,0,0,1,0
4932,7,1,0,0,1,0,0,0
4933,7,1,0,0,0,0,0,1
4934,1,0,0,1,0,0,0,0
4935,0,0,1,0,0,1,1,0
4936,5,0,0,0,0,0,1,1
4938,1,0,0,0,1,0,1,0
4939,3,1,0,0,0,1,0,1
4940,2,0,0,1,0,0,1,0
4942,0,1,0,0,0,1,1,0
4943,0,0,0,0,0,1,0,1
4944,1,0,0,0,0,1,0,0
4945,0,1,0,0,1,0,0,0
4947,2,1,0,1,1,0,0,1
4948,9,0,0,0,0,1,1,1
4949,5,1,0,0,1,1,1,0
4950,3,0,1,0,1,1,0,0
4954,0,0,0,0,1,0,0,1
4955,0,0,0,0,1,1,1,0
4956,0,0,0,0,0,0,0,0
4957,2,0,0,0,1,0,1,0
4959,2,1,0,1,1,0,1,1
4960,10,1,0,1,1,0,0,1
4963,1,0,1,0,0,0,0,0
4964,1,1,0,1,1,0,0,1
4966,2,1,0,1,1,0,0,1
4967,3,0,0,0,1,0,1,0
4968,0,0,0,0,0,1,1,0
4969,0,0,0,0,1,0,0,1
4970,1,0,1,0,0,0,0,0
4971,9,1,0,0,1,0,1,1
4975,3,1,0,0,1,1,0,1
4976,4,0,0,0,1,0,0,0
4977,12,0,1,0,0,0,0,1
4979,0,1,0,0,0,0,1,0
4980,2,1,0,1,1,0,0,0
4981,0,0,0,0,1,1,0,1
4982,0,1,0,0,1,0,1,0
4985,0,0,1,0,0,1,0,0
4987,6,1,0,1,0,0,0,0
4988,0,0,1,0,1,0,1,0
4989,0,0,0,1,1,0,0,1
4990,16,1,0,0,1,0,0,1
4991,7,0,0,0,1,0,0,0
4992,3,0,1,0,0,1,0,0
4993,0,0,0,1,1,0,0,0
4994,0,1,0,0,1,0,0,1
4995,2,1,0,1,1,0,1,1
4996,0,0,0,0,0,0,1,0
4997,1,1,0,1,1,0,0,1
4999,1,0,0,0,0,0,0,0
5000,0,0,0,0,1,0,0,0
5001,0,1,0,0,1,0,1,0
5002,0,0,0,0,1,0,0,0
5003,5,1,0,0,1,1,0,1
5005,0,0,1,0,0,0,1,0
5006,1,1,0,1,0,0,0,1
5007,5,0,0,0,1,0,1,0
5008,0,0,1,0,0,0,1,0
5009,0,0,0,0,1,0,0,1
5010,2,0,0,1,1,0,0,1
5011,1,0,0,0,0,1,0,1
5012,7,0,0,0,1,1,0,1
5013,1,0,0,0,0,0,1,1
5014,0,0,1,0,0,0,0,0
5015,1,0,0,0,1,0,0,1
5016,0,1,0,0,1,0,0,0
5017,2,1,0,1,1,0,1,1
5019,4,1,0,0,0,0,0,1
5020,0,0,0,0,1,0,1,0
5021,0,1,1,0,1,1,1,0
5022,1,0,0,0,1,1,1,0
5024,1,1,0,1,0,0,0,1
5025,3,0,0,1,0,0,1,1
5026,0,0,0,0,1,0,0,0
5027,0,1,0,1,1,0,0,0
5029,3,1,0,0,1,1,1,0
5030,0,0,1,0,0,0,1,0
5032,2,0,0,0,1,0,0,1
5034,0,0,0,0,0,0,1,0
5035,17,0,0,0,1,0,1,1
5037,1,1,0,1,1,0,0,1
5038,0,0,1,0,0,0,1,1
5039,2,0,0,0,1,0,0,0
5040,1,1,0,0,1,1,1,1
5041,2,1,0,1,1,0,0,0
5042,0,0,0,0,0,1,0,0
5043,0,0,1,0,0,1,1,0
5045,1,0,0,1,1,0,0,0
5046,1,1,0,1,1,0,1,1
5047,9,1,0,0,0,0,0,1
5048,7,1,1,0,0,0,0,0
5049,1,1,0,1,1,0,0,0
5050,1,0,1,0,1,0,0,0
5051,0,0,0,0,0,1,0,1
5052,0,1,0,1,1,0,0,1
5053,0,0,0,1,1,0,0,0
5054,1,1,0,0,0,1,1,0
5056,1,0,0,0,1,0,0,0
5057,1,0,1,0,0,0,1,0
5058,1,0,1,0,0,0,0,0
5060,5,1,0,0,1,0,1,0
5061,4,1,0,0,0,0,1,1
5062,5,0,0,0,1,0,0,1
5063,1,0,1,0,0,0,1,0
5064,2,0,0,0,1,0,1,0
5066,21,1,0,0,1,0,0,1
5067,0,1,0,0,1,0,1,0
5069,3,0,0,0,1,0,1,1
5070,1,0,0,0,1,1,0,0
5071,0,0,0,1,1,0,0,0
5072,3,0,0,0,1,0,0,0
5073,0,0,0,0,0,0,1,0
5074,0,1,1,0,0,0,0,0
5075,5,1,0,0,0,0,0,1
5076,1,1,0,1,1,0,0,1
5077,0,1,1,0,0,0,0,0
5078,1,1,0,0,0,0,1,0
5080,0,0,0,0,1,0,1,0
5081,6,1,0,0,1,0,1,1
5083,9,1,1,0,1,0,0,1
5084,8,0,0,1,0,0,0,1
5085,2,1,0,0,0,0,1,0
5086,3,1,0,1,1,0,0,1
5087,0,1,0,0,0,1,1,0
5088,7,1,0,0,1,0,0,1
5089,5,1,1,0,0,0,0,0
5090,4,1,0,0,1,0,1,1
5091,1,1,0,0,1,0,0,0
5093,1,0,0,0,1,1,1,1
5094,10,1,0,1,0,0,0,0
5096,2,0,0,0,0,0,0,1
5098,2,1,0,0,0,0,0,0
5099,12,1,0,0,1,0,0,1
5100,2,0,1,0,0,0,1,1
5101,2,0,0,0,0,0,1,0
5103,1,0,1,0,0,0,0,1
5104,1,1,0,1,1,0,0,0
5105,3,1,0,1,1,0,0,1
5106,5,1,0,0,1,0,0,0
5107,6,1,0,1,1,0,0,1
5108,1,0,0,1,1,0,1,1
5109,2,0,0,0,0,1,0,1
5110,3,1,1,0,1,0,0,1
5111,11,1,0,0,0,0,0,1
5112,7,1,1,0,0,0,0,1
5114,11,1,0,0,1,0,0,1
5115,1,1,0,1,1,0,0,0
5116,1,0,1,0,0,0,1,1
5117,2,0,0,0,1,0,1,0
5119,2,1,0,0,1,0,0,0
5121,0,1,0,0,0,1,0,0
5122,5,0,0,0,1,0,0,0
5123,0,0,0,1,0,0,0,0
5124,0,0,0,0,1,0,0,1
5125,1,0,0,1,1,0,1,1
5126,0,1,0,1,1,1,1,0
5128,0,0,0,0,0,0,0,0
5129,2,1,0,1,0,0,0,1
5130,1,1,0,1,0,0,0,1
5131,5,1,0,1,0,0,0,1
5132,22,1,0,0,1,0,0,1
5134,2,0,1,0,0,0,0,1
5135,5,1,0,0,1,0,1,0
5136,12,1,0,0,1,0,1,1
5137,0,1,0,0,1,0,0,0
5138,0,0,0,1,1,0,0,0
5139,0,0,0,0,1,0,0,0
5141,1,0,1,0,0,0,0,0
5143,0,1,0,1,1,0,0,0
5144,1,1,0,1,0,0,0,0
5145,0,1,0,1,0,1,0,1
5147,1,0,0,0,0,0,0,1
5148,3,0,0,0,1,1,1,1
5149,3,1,0,1,1,0,0,0
5151,11,1,0,0,1,1,0,1
5152,0,0,0,0,0,1,1,0
5153,13,0,1,0,1,0,0,1
5154,9,1,0,0,1,0,1,0
5156,6,0,1,0,0,0,0,0
5157,2,1,1,0,1,0,0,1
5158,1,0,0,0,1,1,1,0
5159,0,0,0,0,0,0,0,1
5161,1,0,0,1,1,0,0,1
5162,1,0,0,0,1,0,1,0
5163,20,1,0,0,1,0,0,1
5164,2,0,0,0,1,0,0,1
5166,6,0,1,0,0,0,0,0
5167,0,0,0,1,1,0,0,0
5168,0,0,0,1,0,0,1,0
5169,0,0,1,0,0,0,1,0
5170,7,1,0,0,1,0,1,0
5171,0,0,0,0,0,0,1,0
5172,3,1,0,1,0,0,0,1
5173,0,0,0,0,0,0,0,0
5174,9,1,0,0,1,0,1,1
5175,2,0,0,0,0,0,0,1
5176,1,0,0,0,0,0,0,0
5177,0,1,0,1,1,0,1,0
5178,0,1,0,1,0,1,1,0
5179,3,0,0,0,0,0,0,0
5180,3,0,0,0,0,0,0,1
5181,1,0,1,0,0,0,0,0
5182,0,0,0,0,1,1,0,0
5183,1,0,0,1,1,0,0,1
5184,1,1,0,0,1,0,0,1
5185,2,0,0,0,0,0,0,0
5186,0,0,0,0,0,0,0,0
5187,3,0,0,0,0,0,0,0
5188,1,0,0,1,1,0,0,1
5189,2,0,0,0,1,0,1,0
5190,0,0,1,0,0,1,1,0
